,Unnamed: 0,Mkt-RF,SMB,HML,RF
4092,19400323,-0.01,0.31,-0.07,0.0
4093,19400325,-0.2,-0.6,-0.09,0.0
4094,19400326,-0.22,-0.04,-0.07,0.0
4095,19400327,1.27,1.14,0.21,0.0
4096,19400328,-0.15,0.3,-0.22,0.0
4097,19400329,0.37,-0.69,0.16,0.0
4098,19400330,0.44,0.4,0.5,0.0
4099,19400401,-0.16,0.12,-0.35,0.0
4100,19400402,0.25,-0.05,-0.04,0.0
4101,19400403,1.36,0.84,1.35,0.0
4102,19400404,0.71,0.21,0.84,0.0
4103,19400405,-0.28,-0.09,0.04,0.0
4104,19400406,0.6,0.19,0.31,0.0
4105,19400408,0.11,0.36,0.15,0.0
4106,19400409,-0.75,0.71,-0.71,0.0
4107,19400410,-0.6,-0.31,0.17,0.0
4108,19400411,0.24,0.24,0.22,0.0
4109,19400412,-0.62,-0.01,-0.65,0.0
4110,19400413,0.18,0.26,-0.61,0.0
4111,19400415,0.09,1.05,-0.01,0.0
4112,19400416,-1.2,-0.78,-0.33,0.0
4113,19400417,0.26,0.64,-0.03,0.0
4114,19400418,-0.74,-0.31,0.25,0.0
4115,19400419,-0.1,-0.13,-0.38,0.0
4116,19400420,0.62,1.04,0.31,0.0
4117,19400422,0.24,0.23,0.05,0.0
4118,19400423,0.52,0.39,-0.03,0.0
4119,19400424,-0.33,-0.12,-0.01,0.0
4120,19400425,0.08,0.14,0.1,0.0
4121,19400426,-0.68,-0.81,-0.24,0.0
4122,19400427,0.14,0.43,-0.31,0.0
4123,19400429,0.23,0.18,0.1,0.0
4124,19400430,0.1,-0.43,-0.33,0.0
4125,19400501,-1.05,-0.56,-0.5,0.0
4126,19400502,0.47,0.46,0.13,0.0
4127,19400503,0.1,0.05,-0.38,0.0
4128,19400504,-0.18,-0.34,0.3,0.0
4129,19400506,-0.11,-0.16,-0.17,0.0
4130,19400507,0.14,-0.19,-0.05,0.0
4131,19400508,0.09,-0.05,0.26,0.0
4132,19400509,0.23,0.05,0.43,0.0
4133,19400510,-2.55,-1.12,-0.62,0.0
4134,19400511,0.11,0.15,0.17,0.0
4135,19400513,-5.59,-4.04,-1.26,0.0
4136,19400514,-7.21,-3.39,-0.25,0.0
4137,19400515,0.46,-1.83,-3.28,0.0
4138,19400516,1.49,3.79,0.43,0.0
4139,19400517,-4.39,-1.63,0.05,0.0
4140,19400518,-1.94,-0.38,-2.23,0.0
4141,19400520,0.47,1.8,1.21,0.0
4142,19400521,-6.99,-5.11,-1.07,0.0
4143,19400522,0.16,2.01,0.05,0.0
4144,19400523,0.32,-0.37,1.35,0.0
4145,19400524,-0.2,0.87,0.69,0.0
4146,19400525,1.17,1.47,0.16,0.0
4147,19400527,1.72,1.32,0.48,0.0
4148,19400528,-2.4,-2.04,-0.62,0.0
4149,19400529,1.35,1.57,1.11,0.0
4150,19400531,0.42,0.5,-1.12,0.0
4151,19400601,-0.29,0.02,0.27,0.0
4152,19400603,-1.06,-0.06,0.43,0.0
4153,19400604,0.96,0.12,-0.05,0.0
4154,19400605,-1.65,-0.93,-0.39,0.0
4155,19400606,1.1,0.18,-0.48,0.0
4156,19400607,1.06,0.35,1.13,0.0
4157,19400608,-0.17,0.03,-0.37,0.0
4158,19400610,-2.94,-0.99,1.13,0.0
4159,19400611,3.8,1.18,-1.33,0.0
4160,19400612,4.81,1.32,1.68,0.0
4161,19400613,-1.63,-0.36,-1.1,0.0
4162,19400614,1.87,0.52,0.21,0.0
4163,19400615,0.84,0.04,0.72,0.0
4164,19400617,-0.66,-1.82,-0.92,0.0
4165,19400618,0.58,1.03,1.31,0.0
4166,19400619,0.35,-0.81,-0.31,0.0
4167,19400620,-0.7,0.1,0.47,0.0
4168,19400621,0.02,-0.04,0.25,0.0
4169,19400622,0.44,-0.3,0.52,0.0
4170,19400624,0.82,-0.68,0.14,0.0
4171,19400625,-2.36,-0.37,0.4,0.0
4172,19400626,-0.66,-1.12,-0.07,0.0
4173,19400627,1.06,0.23,0.76,0.0
4174,19400628,1.29,0.63,0.46,0.0
4175,19400629,-0.07,-0.12,-0.19,0.0
4176,19400701,-0.59,0.21,0.09,0.0
4177,19400702,-0.15,0.16,-0.24,0.0
4178,19400703,0.2,0.05,-0.03,0.0
4179,19400705,0.48,0.27,-0.12,0.0
4180,19400706,0.22,-0.37,0.83,0.0
4181,19400708,-0.2,-0.13,-0.47,0.0
4182,19400709,-0.17,-0.26,0.52,0.0
4183,19400710,0.05,-0.01,0.03,0.0
4184,19400711,0.07,0.23,-0.01,0.0
4185,19400712,-0.08,0.05,-0.47,0.0
4186,19400713,0.07,0.07,0.19,0.0
4187,19400715,0.33,0.14,-0.25,0.0
4188,19400716,0.99,0.34,0.1,0.0
4189,19400717,-0.22,0.32,-0.65,0.0
4190,19400718,0.14,-0.32,-0.22,0.0
4191,19400719,-0.64,0.44,0.01,0.0
4192,19400720,-0.21,0.07,-0.14,0.0
4193,19400722,-0.05,-0.17,0.3,0.0
4194,19400723,0.07,-0.41,0.04,0.0
4195,19400724,-0.44,0.08,0.01,0.0
4196,19400725,0.06,-0.23,-0.14,0.0
4197,19400726,0.37,-0.06,0.14,0.0
4198,19400727,0.19,0.24,-0.15,0.0
4199,19400729,0.52,-0.59,0.18,0.0
4200,19400730,2.2,0.16,0.39,0.0
4201,19400731,-0.06,0.67,-0.63,0.0
4202,19400801,-0.1,0.16,-0.51,0.0
4203,19400802,0.02,-0.05,-0.1,0.0
4204,19400803,0.08,0.09,0.23,0.0
4205,19400805,-0.12,-0.2,-0.44,0.0
4206,19400806,-0.75,0.02,0.25,0.0
4207,19400807,-0.17,-0.27,0.03,0.0
4208,19400808,0.13,-0.02,-0.46,0.0
4209,19400809,0.64,-0.27,0.25,0.0
4210,19400810,0.58,-0.12,0.0,0.0
4211,19400812,0.2,-0.67,0.02,0.0
4212,19400813,-3.16,0.42,-0.69,0.0
4213,19400814,-0.37,0.0,0.12,0.0
4214,19400815,0.6,0.23,-0.17,0.0
4215,19400816,-1.41,-0.02,0.23,0.0
4216,19400817,0.71,-0.17,0.15,0.0
4217,19400819,0.02,-0.02,-0.17,0.0
4218,19400820,0.97,-0.67,0.29,0.0
4219,19400821,1.37,0.15,-0.27,0.0
4220,19400822,0.83,0.4,0.04,0.0
4221,19400823,-1.07,0.07,-0.46,0.0
4222,19400824,0.19,-0.11,0.17,0.0
4223,19400826,0.06,-0.12,-0.13,0.0
4224,19400827,-0.12,0.0,0.27,0.0
4225,19400828,1.21,0.08,0.76,0.0
4226,19400829,-0.18,-0.06,-0.19,0.0
4227,19400830,1.6,0.31,0.79,0.0
4228,19400831,0.56,0.68,0.61,0.0
4229,19400903,0.32,0.55,0.2,0.0
4230,19400904,1.65,-0.32,0.19,0.0
4231,19400905,1.7,1.11,0.95,0.0
4232,19400906,-0.41,0.29,-0.67,0.0
4233,19400907,-0.16,-0.01,0.18,0.0
4234,19400909,-2.36,-0.94,-0.75,0.0
4235,19400910,-0.1,0.2,-0.49,0.0
4236,19400911,-0.53,0.4,-0.18,0.0
4237,19400912,-1.13,-0.14,-0.86,0.0
4238,19400913,0.09,-0.2,0.34,0.0
4239,19400914,0.56,-0.05,0.35,0.0
4240,19400916,0.65,0.05,0.13,0.0
4241,19400917,0.77,-0.26,0.06,0.0
4242,19400918,0.67,0.21,-0.04,0.0
4243,19400919,-0.07,0.22,0.05,0.0
4244,19400920,0.01,0.0,-0.39,0.0
4245,19400921,0.61,0.6,0.62,0.0
4246,19400923,1.94,0.79,0.86,0.0
4247,19400924,-0.24,0.26,-0.59,0.0
4248,19400925,-0.14,0.01,-0.12,0.0
4249,19400926,-0.54,-0.17,-0.59,0.0
4250,19400927,-1.57,-0.08,-1.53,0.0
4251,19400928,0.63,0.32,0.54,0.0
4252,19400930,0.15,0.35,0.79,0.0
4253,19401001,1.23,0.26,0.47,0.0
4254,19401002,0.42,0.29,1.24,0.0
4255,19401003,0.11,0.41,-0.38,0.0
4256,19401004,-0.63,-0.41,-0.24,0.0
4257,19401005,0.09,-0.01,0.16,0.0
4258,19401007,-0.45,0.21,0.06,0.0
4259,19401008,-1.39,-0.39,-0.64,0.0
4260,19401009,-0.54,-0.23,0.05,0.0
4261,19401010,-0.05,0.35,0.24,0.0
4262,19401011,0.52,-0.15,-0.01,0.0
4263,19401014,-0.28,0.77,0.06,0.0
4264,19401015,0.45,-1.31,-0.06,0.0
4265,19401016,0.53,0.77,0.01,0.0
4266,19401017,0.5,-0.22,0.42,0.0
4267,19401018,0.04,0.09,0.79,0.0
4268,19401019,-0.11,0.24,-0.15,0.0
4269,19401021,-0.53,0.27,0.16,0.0
4270,19401022,0.44,-0.33,0.42,0.0
4271,19401023,0.61,0.29,0.35,0.0
4272,19401024,-0.54,-0.08,0.02,0.0
4273,19401025,-0.04,-0.16,0.48,0.0
4274,19401026,0.81,-0.1,0.05,0.0
4275,19401028,-0.28,-0.24,-0.18,0.0
4276,19401029,0.25,0.08,0.09,0.0
4277,19401030,0.64,-0.41,0.34,0.0
4278,19401031,1.24,0.41,0.77,0.0
4279,19401101,0.1,0.39,-0.13,0.0
4280,19401102,0.34,-0.59,0.28,0.0
4281,19401104,0.27,-0.15,-0.16,0.0
4282,19401106,-2.82,0.86,-1.84,0.0
4283,19401107,4.74,1.38,3.09,0.0
4284,19401108,-0.58,0.47,0.03,0.0
4285,19401109,1.37,0.7,0.61,0.0
4286,19401112,-0.44,-0.2,0.21,0.0
4287,19401113,-0.41,-0.05,0.2,0.0
4288,19401114,0.48,-0.09,0.79,0.0
4289,19401115,-1.0,-0.03,-0.5,0.0
4290,19401116,-0.73,-0.34,-0.32,0.0
4291,19401118,-0.03,0.2,-0.11,0.0
4292,19401119,-0.08,-0.18,-0.13,0.0
4293,19401120,-1.78,-0.15,-1.03,0.0
4294,19401122,0.17,0.16,0.82,0.0
4295,19401123,-0.02,-0.04,0.24,0.0
4296,19401125,-0.01,-0.07,0.03,0.0
4297,19401126,-0.28,0.12,-0.48,0.0
4298,19401127,-1.62,-0.39,-1.48,0.0
4299,19401128,0.23,0.25,0.71,0.0
4300,19401129,0.12,-0.45,0.12,0.0
4301,19401130,0.56,0.24,-0.45,0.0
4302,19401202,-0.04,0.28,-0.22,0.0
4303,19401203,-0.28,-0.18,-0.53,0.0
4304,19401204,0.02,-0.13,-0.62,0.0
4305,19401205,-0.29,-0.37,0.1,0.0
4306,19401206,0.24,-0.2,-0.03,0.0
4307,19401207,0.73,0.33,0.03,0.0
4308,19401209,0.13,0.05,-0.31,0.0
4309,19401210,-0.06,-0.22,-0.2,0.0
4310,19401211,0.29,0.22,0.36,0.0
4311,19401212,0.26,-0.23,0.16,0.0
4312,19401213,0.21,0.07,0.92,0.0
4313,19401214,0.01,-0.31,-0.26,0.0
4314,19401216,-0.79,-0.25,-0.57,0.0
4315,19401217,-0.42,-0.37,-0.23,0.0
4316,19401218,-0.7,-0.13,-0.41,0.0
4317,19401219,-0.36,-0.42,0.06,0.0
4318,19401220,0.06,0.08,-0.18,0.0
4319,19401221,0.1,0.04,0.28,0.0
4320,19401223,-0.38,0.46,-0.28,0.0
4321,19401224,0.42,-0.72,0.41,0.0
4322,19401226,-0.1,0.28,-0.4,0.0
4323,19401227,0.37,-0.65,0.37,0.0
4324,19401228,0.36,-0.02,-0.04,0.0
4325,19401230,0.62,0.05,0.23,0.0
4326,19401231,0.31,0.2,0.47,0.0
4327,19410102,-0.34,0.89,0.35,0.0
4328,19410103,1.25,-0.47,0.88,0.0
4329,19410104,0.24,0.85,0.3,0.0
4330,19410106,0.32,0.74,0.02,0.0
4331,19410107,-0.14,-0.16,-0.3,0.0
4332,19410108,0.28,0.0,1.21,0.0
4333,19410109,0.5,-0.25,1.78,0.0
4334,19410110,0.21,0.6,-0.09,0.0
4335,19410111,-0.19,0.1,-0.27,0.0
4336,19410113,-0.12,0.09,0.09,0.0
4337,19410114,-0.46,-0.37,0.0,0.0
4338,19410115,-0.57,0.44,-0.25,0.0
4339,19410116,-1.26,-0.05,-0.65,0.0
4340,19410117,-0.16,-0.69,0.52,0.0
4341,19410118,0.02,0.48,0.04,0.0
4342,19410120,-0.27,0.51,-0.41,0.0
4343,19410121,-0.8,-0.51,0.56,0.0
4344,19410122,0.47,-0.19,0.86,0.0
4345,19410123,-0.01,0.3,0.07,0.0
4346,19410124,0.19,-0.15,0.0,0.0
4347,19410125,0.25,-0.15,0.12,0.0
4348,19410127,0.02,0.16,0.24,0.0
4349,19410128,-0.45,0.0,-0.2,0.0
4350,19410129,-1.73,-0.03,-0.76,0.0
4351,19410130,-1.53,-0.96,-0.89,0.0
4352,19410131,0.06,-0.14,0.81,0.0
4353,19410201,-0.56,-0.2,-0.68,0.0
4354,19410203,-0.55,-0.25,-0.51,0.0
4355,19410204,-0.1,-0.12,1.07,0.0
4356,19410205,1.46,0.11,0.95,0.0
4357,19410206,0.38,0.23,-0.12,0.0
4358,19410207,-0.16,-0.11,-0.16,0.0
4359,19410208,0.2,0.16,-0.31,0.0
4360,19410210,-0.21,0.22,0.39,0.0
4361,19410211,-1.11,0.19,-0.97,0.0
4362,19410213,-1.38,-1.28,0.08,0.0
4363,19410214,-2.71,-0.65,-0.58,0.0
4364,19410215,0.45,-0.28,0.26,0.0
4365,19410217,0.52,0.44,0.33,0.0
4366,19410218,-0.3,-0.15,-0.11,0.0
4367,19410219,-1.0,-0.67,-0.4,0.0
4368,19410220,1.63,0.52,0.71,0.0
4369,19410221,0.5,-0.01,0.24,0.0
4370,19410224,0.85,-0.35,0.06,0.0
4371,19410225,0.63,0.07,-0.52,0.0
4372,19410226,0.06,0.64,0.28,0.0
4373,19410227,-0.34,-0.3,0.35,0.0
4374,19410228,0.38,0.29,0.64,0.0
4375,19410301,-0.22,0.53,-0.32,0.0
4376,19410303,-0.84,-0.25,-0.55,0.0
4377,19410304,0.39,-0.4,0.67,0.0
4378,19410305,-0.34,0.76,0.05,0.0
4379,19410306,1.34,-0.54,0.43,0.0
4380,19410307,-0.23,0.64,-0.41,0.0
4381,19410308,0.04,-0.21,0.47,0.0
4382,19410310,1.65,0.6,0.24,0.0
4383,19410311,-0.42,0.44,-0.34,0.0
4384,19410312,-0.1,-0.2,-0.09,0.0
4385,19410313,-0.38,0.18,-0.17,0.0
4386,19410314,0.1,-0.14,0.18,0.0
4387,19410315,0.59,0.26,0.63,0.0
4388,19410317,0.01,-0.05,0.14,0.0
4389,19410318,0.18,-0.07,0.23,0.0
4390,19410319,-0.21,0.27,0.01,0.0
4391,19410320,-0.01,-0.44,0.38,0.0
4392,19410321,-0.76,0.0,-0.63,0.0
4393,19410322,-0.44,-0.13,-0.05,0.0
4394,19410324,0.32,-0.58,0.66,0.0
4395,19410325,0.22,-0.35,0.32,0.0
4396,19410326,-0.18,0.1,0.28,0.0
4397,19410327,0.61,-0.3,0.35,0.0
4398,19410328,-0.59,0.46,-0.66,0.0
4399,19410329,-0.08,-0.23,0.6,0.0
4400,19410331,0.24,-0.26,0.6,0.0
4401,19410401,0.18,0.04,0.37,0.0
4402,19410402,0.22,-0.23,-0.02,0.0
4403,19410403,1.37,-0.07,2.03,0.0
4404,19410404,-0.03,0.43,-0.02,0.0
4405,19410405,-0.31,0.05,-0.34,0.0
4406,19410407,-0.47,-0.38,-0.19,0.0
4407,19410408,-1.96,-0.44,-1.78,0.0
4408,19410409,-1.1,-0.25,-0.13,0.0
4409,19410410,-0.16,0.12,-0.12,0.0
4410,19410412,-0.94,-0.16,0.24,0.0
4411,19410414,0.21,-0.21,0.5,0.0
4412,19410415,-0.33,0.25,-0.47,0.0
4413,19410416,0.05,-0.61,0.45,0.0
4414,19410417,-0.17,0.29,0.1,0.0
4415,19410418,-1.37,-0.13,-0.61,0.0
4416,19410419,-0.28,-0.46,0.38,0.0
4417,19410421,-0.24,-0.6,0.47,0.0
4418,19410422,-0.25,0.16,0.06,0.0
4419,19410423,0.61,-0.59,1.04,0.0
4420,19410424,0.72,0.45,0.84,0.0
4421,19410425,-0.62,0.05,-0.15,0.0
4422,19410426,-0.02,0.27,0.36,0.0
4423,19410428,0.15,-0.12,0.23,0.0
4424,19410429,0.3,0.03,0.86,0.0
4425,19410430,-1.09,0.35,-0.39,0.0
4426,19410501,-0.1,-0.11,-0.07,0.0
4427,19410502,0.43,-0.07,0.87,0.0
4428,19410503,0.22,-0.18,0.76,0.0
4429,19410505,-0.05,-0.05,0.33,0.0
4430,19410506,1.49,0.18,1.35,0.0
4431,19410507,-0.34,0.35,-0.89,0.0
4432,19410508,-0.05,-0.56,0.25,0.0
4433,19410509,0.11,0.25,-0.06,0.0
4434,19410510,0.98,-0.24,1.11,0.0
4435,19410512,-0.26,-0.08,-0.42,0.0
4436,19410513,-0.06,-0.2,-0.54,0.0
4437,19410514,-0.24,-0.14,-0.67,0.0
4438,19410515,-1.24,0.76,-1.04,0.0
4439,19410516,0.21,-1.04,0.25,0.0
4440,19410517,0.28,0.07,0.44,0.0
4441,19410519,0.04,-0.2,-0.25,0.0
4442,19410520,1.2,-0.86,0.42,0.0
4443,19410521,0.22,0.55,-0.06,0.0
4444,19410522,-0.96,0.12,-0.33,0.0
4445,19410523,0.02,-0.2,0.23,0.0
4446,19410524,0.09,0.0,0.01,0.0
4447,19410526,-0.94,0.39,-0.33,0.0
4448,19410527,0.41,-0.18,-0.23,0.0
4449,19410528,0.11,0.02,0.08,0.0
4450,19410529,0.09,0.17,-0.01,0.0
4451,19410531,-0.29,0.62,-0.51,0.0
4452,19410602,0.33,-0.27,-0.14,0.0
4453,19410603,0.95,-0.65,0.38,0.0
4454,19410604,0.35,0.04,0.15,0.0
4455,19410605,0.49,0.44,-0.2,0.0
4456,19410606,-0.16,-0.18,-0.11,0.0
4457,19410607,0.61,0.12,-0.13,0.0
4458,19410609,0.86,0.08,-0.29,0.0
4459,19410610,1.43,0.5,0.16,0.0
4460,19410611,0.09,0.43,-0.23,0.0
4461,19410612,0.53,-0.22,0.31,0.0
4462,19410613,-0.26,0.22,-0.4,0.0
4463,19410614,-0.16,0.39,0.2,0.0
4464,19410616,-0.19,0.17,-0.32,0.0
4465,19410617,0.64,0.08,-0.14,0.0
4466,19410618,0.29,0.17,0.07,0.0
4467,19410619,-0.19,-0.17,0.14,0.0
4468,19410620,-0.87,0.37,-0.18,0.0
4469,19410621,0.18,-0.12,0.22,0.0
4470,19410623,1.29,0.18,0.33,0.0
4471,19410624,-0.46,-0.24,0.4,0.0
4472,19410625,0.19,-0.25,0.28,0.0
4473,19410626,0.48,0.04,0.3,0.0
4474,19410627,-0.37,-0.05,-0.04,0.0
4475,19410628,-0.06,0.05,-0.21,0.0
4476,19410630,-0.28,0.11,0.03,0.0
4477,19410701,-0.23,-0.07,-0.23,0.0
4478,19410702,0.7,-0.63,0.22,0.0
4479,19410703,0.44,-0.23,0.84,0.0
4480,19410705,0.19,0.42,0.27,0.0
4481,19410707,1.4,0.2,0.37,0.0
4482,19410708,1.52,1.06,0.41,0.0
4483,19410709,0.03,0.9,-0.66,0.0
4484,19410710,0.06,0.16,0.32,0.0
4485,19410711,0.13,0.38,0.38,0.0
4486,19410712,0.04,0.13,-0.08,0.0
4487,19410714,0.17,-0.18,1.0,0.0
4488,19410715,0.2,0.25,-0.02,0.0
4489,19410716,-0.41,-0.24,-0.35,0.0
4490,19410717,-0.6,0.22,-0.41,0.0
4491,19410718,0.25,-0.22,-0.26,0.0
4492,19410719,0.34,0.19,0.05,0.0
4493,19410721,1.34,0.09,1.96,0.0
4494,19410722,-0.01,0.1,0.37,0.0
4495,19410723,-0.13,0.22,0.22,0.0
4496,19410724,-0.27,0.54,0.13,0.0
4497,19410725,-0.16,0.41,-0.04,0.0
4498,19410726,0.48,0.34,0.93,0.0
4499,19410728,0.83,0.98,1.01,0.0
4500,19410729,-0.32,-0.15,-0.42,0.0
4501,19410730,-0.19,0.01,0.61,0.0
4502,19410731,-0.07,0.38,-0.01,0.0
4503,19410801,-0.27,-0.09,0.53,0.0
4504,19410802,-0.05,0.53,-0.84,0.0
4505,19410804,0.15,-0.37,0.22,0.0
4506,19410805,-0.1,-0.47,-0.24,0.0
4507,19410806,-0.01,0.18,-0.35,0.0
4508,19410807,0.03,-0.11,-0.05,0.0
4509,19410808,-0.65,0.09,-0.34,0.0
4510,19410809,-0.69,-0.28,-0.51,0.0
4511,19410811,-0.38,-0.86,-0.54,0.0
4512,19410812,-0.13,0.01,0.38,0.0
4513,19410813,-0.09,0.34,-0.27,0.0
4514,19410814,0.2,-0.17,1.08,0.0
4515,19410815,-0.76,0.1,-0.47,0.0
4516,19410816,0.21,-0.36,0.34,0.0
4517,19410818,0.41,0.33,0.08,0.0
4518,19410819,0.04,0.06,-0.09,0.0
4519,19410820,0.45,-0.12,0.62,0.0
4520,19410821,0.01,0.31,0.11,0.0
4521,19410822,-0.04,-0.04,-0.47,0.0
4522,19410823,0.06,0.02,0.0,0.0
4523,19410825,0.08,-0.2,-0.17,0.0
4524,19410826,0.57,0.3,-0.15,0.0
4525,19410827,0.19,-0.13,0.23,0.0
4526,19410828,0.33,0.19,-0.41,0.0
4527,19410829,0.07,0.15,0.03,0.0
4528,19410830,0.23,0.17,0.2,0.0
4529,19410902,0.3,-0.21,-0.27,0.0
4530,19410903,-0.34,-0.04,-0.03,0.0
4531,19410904,-0.12,0.03,-0.4,0.0
4532,19410905,-0.12,0.35,0.15,0.0
4533,19410906,0.1,0.13,-0.12,0.0
4534,19410908,0.18,0.18,0.17,0.0
4535,19410909,-0.28,-0.29,-0.33,0.0
4536,19410910,-0.58,0.22,-0.17,0.0
4537,19410911,0.6,-0.26,1.24,0.0
4538,19410912,0.12,0.21,0.01,0.0
4539,19410913,0.11,0.05,-0.02,0.0
4540,19410915,0.05,0.04,0.01,0.0
4541,19410916,0.22,-0.02,0.06,0.0
4542,19410917,1.36,-0.02,0.05,0.0
4543,19410918,-0.39,0.45,0.19,0.0
4544,19410919,-0.82,-0.15,-0.99,0.0
4545,19410920,-0.35,0.03,-0.52,0.0
4546,19410922,0.22,-0.51,0.42,0.0
4547,19410923,0.32,-0.35,0.13,0.0
4548,19410924,-0.48,0.25,-0.57,0.0
4549,19410925,-1.49,-1.44,-0.49,0.0
4550,19410926,-0.38,-0.09,0.33,0.0
4551,19410927,0.35,0.16,0.58,0.0
4552,19410929,0.08,0.22,0.2,0.0
4553,19410930,0.5,0.09,0.14,0.0
4554,19411001,-0.01,-0.1,-0.14,0.0
4555,19411002,-0.26,0.34,0.3,0.0
4556,19411003,-0.16,-0.31,0.38,0.0
4557,19411004,0.14,-0.14,0.26,0.0
4558,19411006,-0.17,0.04,-0.18,0.0
4559,19411007,-1.1,-0.38,-0.46,0.0
4560,19411008,-0.05,-0.16,-0.04,0.0
4561,19411009,-1.26,-0.51,-0.85,0.0
4562,19411010,-0.01,-0.04,0.41,0.0
4563,19411011,0.08,0.14,0.79,0.0
4564,19411014,-0.46,-0.29,-0.56,0.0
4565,19411015,-0.52,0.01,0.02,0.0
4566,19411016,-1.67,-0.73,-0.78,0.0
4567,19411017,0.33,-0.51,0.26,0.0
4568,19411018,0.95,0.51,0.82,0.0
4569,19411020,0.07,-0.07,0.23,0.0
4570,19411021,0.76,-0.03,0.25,0.0
4571,19411022,-0.44,0.27,-0.38,0.0
4572,19411023,0.33,-0.35,0.97,0.0
4573,19411024,0.52,0.33,0.09,0.0
4574,19411025,-0.29,0.43,-0.37,0.0
4575,19411027,-0.88,-0.27,-0.19,0.0
4576,19411028,0.03,0.1,0.52,0.0
4577,19411029,-0.24,-0.23,0.13,0.0
4578,19411030,-0.1,0.13,0.61,0.0
4579,19411031,-0.95,-0.28,-0.32,0.0
4580,19411101,0.31,0.09,0.38,0.0
4581,19411103,0.47,-0.59,0.26,0.0
4582,19411105,0.7,-0.36,0.62,0.0
4583,19411106,-0.76,-0.08,-0.36,0.0
4584,19411107,-0.19,0.52,-0.45,0.0
4585,19411108,0.08,-0.19,0.03,0.0
4586,19411110,-0.59,0.07,-0.84,0.0
4587,19411112,-1.67,-0.32,-0.67,0.0
4588,19411113,0.08,-0.72,0.44,0.0
4589,19411114,0.78,-0.23,0.07,0.0
4590,19411115,0.14,0.29,0.42,0.0
4591,19411117,-0.2,-0.23,-0.2,0.0
4592,19411118,-0.12,-0.11,0.03,0.0
4593,19411119,0.46,0.1,0.22,0.0
4594,19411121,0.56,0.24,0.81,0.0
4595,19411122,0.16,0.05,-0.27,0.0
4596,19411124,0.19,0.06,0.21,0.0
4597,19411125,-0.52,-0.32,-0.39,0.0
4598,19411126,-0.77,0.18,-0.73,0.0
4599,19411127,-0.23,0.17,-0.18,0.0
4600,19411128,-0.58,-0.12,-0.26,0.0
4601,19411129,-0.23,0.38,0.29,0.0
4602,19411201,-0.35,-0.14,0.13,0.0
4603,19411202,1.53,-0.79,0.27,0.0
4604,19411203,0.82,-0.55,-0.29,0.0
4605,19411204,0.29,0.32,0.12,0.0
4606,19411205,-0.37,-0.14,-0.37,0.0
4607,19411206,0.58,-0.05,-0.29,0.0
4608,19411208,-4.15,-1.81,-2.84,0.0
4609,19411209,-3.49,-2.31,-3.78,0.0
4610,19411210,-0.71,-0.09,-0.09,0.0
4611,19411211,1.95,1.55,1.63,0.0
4612,19411212,-0.36,1.14,-0.68,0.0
4613,19411213,0.3,0.31,-0.23,0.0
4614,19411215,0.51,-0.37,0.52,0.0
4615,19411216,-0.07,-0.11,0.86,0.0
4616,19411217,-1.81,-0.39,-0.52,0.0
4617,19411218,-0.83,-0.6,0.73,0.0
4618,19411219,-0.02,0.43,0.77,0.0
4619,19411220,-0.19,0.12,-0.15,0.0
4620,19411222,-0.95,0.39,-0.52,0.0
4621,19411223,-0.41,-0.12,0.1,0.0
4622,19411224,0.3,0.23,-0.15,0.0
4623,19411226,-0.45,-0.23,-0.29,0.0
4624,19411227,0.44,0.15,0.31,0.0
4625,19411229,-0.48,-0.89,-0.88,0.0
4626,19411230,3.65,-0.26,0.81,0.0
4627,19411231,-0.46,1.44,-1.2,0.0
4628,19420102,1.87,1.89,2.52,0.0
4629,19420103,1.21,1.54,1.1,0.0
4630,19420105,1.0,0.28,-0.54,0.0
4631,19420106,-0.4,0.38,-1.01,0.0
4632,19420107,-0.66,0.34,0.94,0.0
4633,19420108,-1.36,1.05,0.54,0.0
4634,19420109,-0.24,0.95,1.13,0.0
4635,19420110,-0.47,0.14,-0.01,0.0
4636,19420112,0.42,0.08,0.62,0.0
4637,19420113,1.71,-0.6,0.46,0.0
4638,19420114,0.24,0.31,0.0,0.0
4639,19420115,-0.13,0.06,0.11,0.0
4640,19420116,-0.9,0.44,-0.01,0.0
4641,19420117,-0.31,-0.07,0.58,0.0
4642,19420119,0.27,0.0,0.96,0.0
4643,19420120,-0.11,0.14,0.91,0.0
4644,19420121,-1.3,-0.38,-0.58,0.0
4645,19420122,0.01,0.04,0.02,0.0
4646,19420123,0.15,0.02,0.66,0.0
4647,19420124,0.34,0.07,0.6,0.0
4648,19420126,0.98,0.05,0.93,0.0
4649,19420127,0.13,0.42,-0.21,0.0
4650,19420128,-0.46,-0.04,-0.05,0.0
4651,19420129,-0.11,0.04,0.22,0.0
4652,19420130,-0.55,0.2,0.05,0.0
4653,19420131,-0.45,-0.22,-0.31,0.0
4654,19420202,0.33,-0.19,-0.1,0.0
4655,19420203,0.31,-0.27,0.05,0.0
4656,19420204,0.63,0.2,0.61,0.0
4657,19420205,-0.17,0.39,0.39,0.0
4658,19420206,-0.83,0.45,-0.28,0.0
4659,19420207,0.02,-0.11,0.11,0.0
4660,19420209,-1.11,0.02,-0.85,0.0
4661,19420210,-1.42,-0.68,-1.33,0.0
4662,19420211,-0.21,-0.08,0.3,0.0
4663,19420213,0.09,0.44,-0.07,0.0
